SalesID,OrderDate,CustomerID,ProductID,SalesPersonID,StoreID,Quantity,UnitPrice,DiscountPct,SalesAmount,PaymentMethod,Channel,Returned,DeliveryDays,CustomerRating
305,2024-05-14,1628,199,19,15,8,713.91,15,4854.59,Cash,Online,No,7,5
306,2024-08-08,1233,104,21,11,2,81.71,10,147.08,UPI,Retail,No,5,4
307,2025-03-10,1423,93,11,6,10,426.33,15,3623.8,Card,Online,Yes,5,1
308,2023-08-04,1484,43,36,2,7,100.35,0,702.45,Card,Retail,Yes,2,3
309,2024-09-24,1316,40,15,8,2,530.77,15,902.31,UPI,Retail,Yes,3,5
310,2025-05-08,1333,44,31,15,1,47.42,10,42.68,UPI,Retail,Yes,9,2
311,2024-08-28,1445,153,34,18,8,512.22,20,3278.21,UPI,Retail,No,9,2
312,2025-04-04,1266,23,10,10,8,260.14,15,1768.95,Card,Online,Yes,6,3
313,2024-04-25,1773,137,31,10,1,556.46,15,472.99,Card,Retail,No,10,2
314,2025-03-26,1574,2,28,13,9,311.44,15,2382.52,Cash,Online,No,7,2
315,2023-09-27,1782,21,40,9,7,507.75,20,2843.4,UPI,Retail,No,4,1
316,2023-07-06,1632,35,29,9,5,106.08,15,450.84,NetBanking,Online,No,1,2
317,2023-02-20,1288,137,18,5,1,165.03,0,165.03,NetBanking,Online,Yes,2,2
318,2023-01-16,1510,127,24,15,4,286.69,10,1032.08,Card,Retail,Yes,3,1
319,2023-09-30,1185,199,13,9,7,75.68,15,450.3,NetBanking,Online,Yes,4,4
320,2025-02-28,1203,114,30,4,4,595.34,0,2381.36,Cash,Retail,No,5,3
321,2023-06-12,1533,162,8,9,1,600.89,20,480.71,NetBanking,Retail,Yes,6,1
322,2025-06-03,1648,171,28,11,4,779.15,5,2960.77,Card,Online,No,10,1
323,2024-02-10,1707,63,31,20,1,775.69,20,620.55,Cash,Retail,Yes,4,2
324,2024-05-26,1061,24,23,5,10,283.97,0,2839.7,Card,Online,No,4,3
325,2024-07-25,1750,166,13,1,6,648.31,15,3306.38,NetBanking,Retail,Yes,5,1
326,2024-05-11,1713,181,32,7,8,456.04,20,2918.66,Cash,Retail,No,8,3
327,2025-06-07,1158,154,29,10,9,145.07,20,1044.5,UPI,Retail,No,1,5
328,2024-01-24,1372,188,50,20,3,708.69,20,1700.86,Cash,Retail,Yes,9,4
329,2023-07-14,1627,135,19,11,8,617.27,5,4691.25,NetBanking,Retail,Yes,2,5
330,2024-11-05,1182,18,3,7,1,671.45,5,637.88,Card,Retail,Yes,2,1
331,2024-08-07,1638,165,45,19,7,533.18,20,2985.81,UPI,Online,No,4,5
332,2025-01-05,1671,19,32,3,1,745.56,5,708.28,NetBanking,Online,No,9,4
333,2025-04-21,1541,95,3,3,1,662.44,10,596.2,UPI,Online,Yes,9,1
334,2023-04-14,1197,186,34,8,4,434.7,5,1651.86,Cash,Retail,Yes,10,3
335,2024-11-21,1184,118,36,13,7,708.6,5,4712.19,UPI,Online,No,6,3
336,2024-07-17,1743,84,21,20,6,341.63,15,1742.31,Cash,Online,No,9,3
337,2024-01-04,1743,116,3,10,8,768.66,0,6149.28,Card,Online,No,1,3
338,2023-08-16,1566,55,33,18,6,36.93,10,199.42,Cash,Online,Yes,8,3
339,2023-06-09,1255,36,15,9,5,306.32,20,1225.28,UPI,Online,No,10,2
340,2025-01-21,1499,20,45,19,6,638.47,5,3639.28,Card,Retail,Yes,10,4
341,2023-03-22,1356,200,28,14,1,739.06,10,665.15,Card,Online,Yes,7,1
342,2023-11-09,1153,135,21,17,1,269.07,20,215.26,Cash,Online,Yes,7,4
343,2025-02-09,1442,153,19,13,10,413.69,5,3930.05,Cash,Online,No,2,4
344,2024-08-08,1087,191,26,17,1,447.56,10,402.8,NetBanking,Online,Yes,8,5
345,2023-07-22,1574,125,40,17,7,528.75,5,3516.19,Cash,Online,Yes,5,4
346,2023-11-28,1433,176,24,12,10,89.88,15,763.98,Cash,Retail,No,10,1
347,2025-02-27,1452,79,40,5,3,790.37,20,1896.89,NetBanking,Online,Yes,4,3
348,2023-06-09,1248,194,40,5,2,107.65,0,215.3,UPI,Online,No,2,3
349,2024-04-05,1216,121,14,18,1,278.86,20,223.09,UPI,Retail,Yes,1,4
350,2024-08-19,1061,170,19,7,9,53.92,5,461.02,UPI,Online,No,1,1
351,2024-02-02,1110,170,2,10,5,537.13,10,2417.09,NetBanking,Online,No,9,1
352,2023-11-20,1203,125,33,15,10,434.62,5,4128.89,Card,Online,Yes,9,3
353,2023-12-08,1355,126,44,12,7,600.62,0,4204.34,UPI,Retail,Yes,9,3
354,2025-04-11,1568,16,18,8,5,705.37,0,3526.85,Cash,Retail,No,3,1
355,2025-01-17,1640,98,44,8,9,769.27,20,5538.74,NetBanking,Online,Yes,7,3
356,2024-09-11,1668,85,9,19,8,442.94,5,3366.34,Cash,Online,No,9,2
357,2024-03-16,1161,198,21,3,3,531.86,20,1276.46,Card,Online,No,3,1
358,2025-02-22,1453,82,48,9,7,769.73,10,4849.3,Cash,Online,Yes,3,2
359,2023-01-27,1580,196,40,8,10,501.22,20,4009.76,Cash,Online,Yes,6,1
360,2024-12-05,1480,200,46,12,8,124.59,20,797.38,Cash,Retail,No,8,2
361,2023-06-17,1276,50,27,8,4,45.14,0,180.56,Cash,Online,Yes,3,4
362,2025-06-06,1252,158,28,13,8,556.53,15,3784.4,Card,Retail,No,7,5
363,2025-01-30,1533,147,7,15,10,438.2,0,4382.0,NetBanking,Online,Yes,9,5
364,2024-02-10,1783,189,41,2,1,455.01,20,364.01,Cash,Retail,No,7,3
365,2025-03-03,1627,74,4,17,8,149.86,10,1078.99,Cash,Retail,No,2,5
366,2023-04-26,1138,47,26,14,10,751.52,20,6012.16,UPI,Retail,Yes,3,4
367,2024-08-27,1256,183,21,6,4,708.39,0,2833.56,Card,Online,Yes,8,3
368,2023-03-29,1626,135,11,13,7,586.96,20,3286.98,NetBanking,Online,Yes,6,5
369,2025-06-11,1183,169,50,2,3,146.46,5,417.41,NetBanking,Retail,No,8,3
370,2024-10-03,1003,47,40,9,2,720.86,5,1369.63,Card,Retail,No,8,5
371,2025-04-06,1222,2,38,16,10,708.51,5,6730.85,NetBanking,Retail,No,2,5
372,2024-09-06,1634,2,41,18,4,708.09,10,2549.12,Cash,Online,Yes,3,1
373,2024-10-30,1683,90,37,20,1,133.39,0,133.39,UPI,Retail,Yes,1,1
374,2024-03-02,1676,46,45,20,3,544.23,20,1306.15,Cash,Retail,No,1,1
375,2025-02-25,1069,77,49,14,6,307.48,15,1568.15,Card,Retail,No,3,1
376,2024-12-12,1214,71,45,7,6,431.1,20,2069.28,Card,Online,Yes,8,5
377,2025-03-18,1265,181,34,19,5,353.1,10,1588.95,UPI,Online,No,9,4
378,2024-05-19,1198,47,1,4,10,201.52,10,1813.68,Card,Retail,Yes,4,5
379,2024-02-29,1652,106,14,1,1,280.36,20,224.29,Cash,Retail,No,2,3
380,2023-11-04,1116,130,44,11,9,272.66,0,2453.94,UPI,Retail,Yes,3,2
381,2023-12-05,1661,87,9,16,8,734.61,0,5876.88,Cash,Retail,No,8,4
382,2025-01-30,1568,15,35,1,9,253.49,10,2053.27,Cash,Retail,No,2,2
383,2023-10-15,1169,8,37,20,6,787.22,20,3778.66,NetBanking,Online,Yes,5,3
384,2024-12-27,1243,9,24,15,5,342.82,15,1456.98,UPI,Online,No,3,1
385,2024-01-19,1518,10,2,16,4,732.42,15,2490.23,Cash,Online,No,8,5
386,2023-11-14,1528,199,44,5,6,131.77,0,790.62,Cash,Online,No,7,5
387,2023-04-29,1089,2,22,15,5,747.22,20,2988.88,Card,Online,No,1,5
388,2025-02-15,1293,80,18,18,4,270.29,5,1027.1,UPI,Retail,Yes,5,2
389,2023-06-11,1573,71,33,4,2,31.9,20,51.04,Cash,Retail,No,5,2
390,2024-12-22,1318,73,40,11,10,210.96,0,2109.6,NetBanking,Online,Yes,1,4
391,2024-11-22,1436,13,26,6,2,319.21,0,638.42,NetBanking,Retail,No,6,2
392,2024-12-31,1581,195,9,3,9,81.27,15,621.72,NetBanking,Online,No,5,4
393,2024-04-26,1264,60,24,13,4,132.1,20,422.72,Cash,Retail,No,8,4
394,2023-01-31,1472,17,11,10,8,108.05,15,734.74,UPI,Online,Yes,7,1
395,2023-11-30,1472,143,26,19,2,638.1,20,1020.96,NetBanking,Online,Yes,9,2
396,2024-05-08,1441,99,28,19,2,285.76,20,457.22,UPI,Online,Yes,2,5
397,2025-05-06,1333,125,36,4,2,481.89,15,819.21,NetBanking,Online,No,7,1
398,2024-09-04,1335,28,32,2,10,621.65,15,5284.02,Card,Online,Yes,10,1
399,2025-02-14,1399,38,40,19,3,373.32,10,1007.96,NetBanking,Online,Yes,6,3
400,2024-08-06,1735,174,23,3,5,736.43,15,3129.83,Card,Retail,Yes,5,1
401,2024-01-14,1367,141,8,10,1,20.66,20,16.53,Card,Online,No,10,4
402,2024-10-02,1558,82,14,6,7,336.71,15,2003.42,NetBanking,Online,Yes,9,4
403,2025-05-13,1137,93,1,3,7,140.33,5,933.19,Card,Online,No,7,2
404,2023-03-28,1435,36,40,6,7,690.92,20,3869.15,NetBanking,Retail,No,7,3
405,2023-08-20,1510,48,47,8,7,491.57,20,2752.79,UPI,Retail,No,1,1
406,2024-08-04,1707,124,6,5,6,108.27,15,552.18,UPI,Retail,Yes,9,5
407,2023-04-01,1700,63,41,18,8,511.92,0,4095.36,UPI,Online,No,9,1
408,2024-04-25,1751,117,22,14,9,726.72,20,5232.38,UPI,Retail,No,3,1
409,2024-12-12,1266,153,4,16,5,587.04,20,2348.16,Cash,Online,No,10,1
410,2023-10-21,1284,125,17,5,2,118.92,0,237.84,UPI,Retail,No,1,1
411,2024-09-10,1378,45,12,9,10,596.39,15,5069.31,Cash,Retail,Yes,9,1
412,2023-12-18,1507,22,49,14,3,484.52,5,1380.88,NetBanking,Online,No,3,2
413,2024-08-14,1773,188,8,2,6,62.37,10,336.8,Cash,Retail,No,8,3
414,2024-05-02,1485,192,17,5,9,202.26,15,1547.29,NetBanking,Online,No,8,4
415,2024-11-25,1099,81,35,12,9,552.64,0,4973.76,NetBanking,Retail,No,5,3
416,2025-04-01,1472,26,50,8,5,530.39,15,2254.16,Cash,Retail,Yes,6,5
417,2023-01-11,1421,173,7,17,1,668.72,0,668.72,Card,Retail,No,4,3
418,2023-09-15,1058,50,39,7,1,38.49,0,38.49,Card,Online,Yes,10,2
419,2024-01-20,1113,169,45,6,10,646.5,5,6141.75,UPI,Retail,No,2,4
420,2023-10-11,1263,197,11,3,7,559.93,10,3527.56,UPI,Online,No,7,3
421,2023-03-03,1503,67,13,20,5,158.78,0,793.9,NetBanking,Online,No,2,2
422,2024-07-07,1452,197,46,9,7,190.34,0,1332.38,Card,Online,Yes,2,5
423,2025-01-15,1152,65,42,1,8,34.64,15,235.55,Card,Retail,No,3,3
424,2024-02-05,1489,148,28,13,1,422.0,15,358.7,Card,Online,Yes,7,4
425,2023-05-05,1341,146,44,10,9,749.33,10,6069.57,NetBanking,Online,Yes,6,5
426,2025-05-23,1663,88,13,6,2,676.12,10,1217.02,Card,Retail,Yes,5,4
427,2023-04-20,1752,162,13,5,6,399.47,15,2037.3,Card,Online,Yes,10,2
428,2024-05-15,1511,100,35,15,2,638.34,10,1149.01,Card,Online,No,1,3
429,2025-03-17,1669,185,43,17,1,336.3,5,319.49,NetBanking,Online,Yes,2,1
430,2025-01-23,1633,37,3,8,8,529.99,15,3603.93,Cash,Online,Yes,1,3
431,2025-04-20,1065,25,7,4,8,496.76,20,3179.26,NetBanking,Online,Yes,4,4
432,2023-12-12,1558,189,9,11,7,272.9,20,1528.24,Cash,Online,Yes,6,1
433,2023-05-04,1713,71,24,18,3,610.89,5,1741.04,Cash,Retail,Yes,10,1
434,2023-05-17,1016,26,32,3,10,313.38,5,2977.11,Card,Online,Yes,2,5
435,2023-10-18,1146,107,41,9,8,560.04,5,4256.3,NetBanking,Retail,Yes,3,5
436,2024-12-09,1626,10,6,10,10,160.4,15,1363.4,UPI,Retail,Yes,9,2
437,2023-07-16,1370,31,49,18,9,781.9,20,5629.68,Cash,Retail,Yes,5,1
438,2023-07-18,1509,29,12,6,3,554.49,15,1413.95,Card,Online,No,5,2
439,2024-03-21,1044,65,7,2,6,501.12,15,2555.71,Cash,Online,Yes,8,5
440,2023-04-29,1593,19,21,14,4,582.69,20,1864.61,Cash,Retail,Yes,2,3
441,2023-08-22,1384,26,15,3,4,595.44,5,2262.67,NetBanking,Retail,Yes,7,2
442,2023-08-10,1139,157,30,7,8,158.89,10,1144.01,UPI,Retail,Yes,6,2
443,2023-02-02,1113,178,30,15,10,66.53,5,632.03,NetBanking,Online,No,4,3
444,2024-09-10,1566,41,15,3,10,726.35,20,5810.8,NetBanking,Retail,Yes,10,4
445,2025-05-07,1753,119,16,8,5,31.31,15,133.07,UPI,Retail,Yes,10,2
446,2024-08-10,1481,2,47,17,7,784.54,0,5491.78,Card,Retail,No,8,1
447,2024-04-08,1709,127,47,14,4,84.81,0,339.24,Cash,Online,No,5,2
448,2024-10-25,1165,24,46,15,1,394.23,10,354.81,Card,Retail,No,3,4
449,2023-07-09,1642,95,5,13,8,569.04,0,4552.32,UPI,Online,No,7,3
450,2024-12-15,1701,157,6,20,9,468.68,5,4007.21,UPI,Online,No,1,1
451,2024-01-28,1375,94,12,18,8,502.92,10,3621.02,Card,Online,Yes,6,2
452,2024-07-06,1719,30,14,8,8,595.16,20,3809.02,UPI,Retail,No,9,4
453,2023-10-11,1497,14,33,17,2,310.79,15,528.34,Card,Retail,No,8,5
454,2024-01-12,1089,173,6,13,2,166.92,15,283.76,Cash,Retail,Yes,2,2
455,2023-10-10,1533,29,41,1,3,407.14,5,1160.35,UPI,Retail,Yes,8,3
456,2024-03-06,1022,114,15,17,1,247.38,0,247.38,UPI,Retail,No,6,4
457,2024-08-30,1468,171,20,19,9,676.69,15,5176.68,Cash,Retail,Yes,5,2
458,2024-05-10,1151,96,23,10,5,620.4,0,3102.0,NetBanking,Online,Yes,9,3
459,2023-07-06,1042,45,21,19,3,145.78,0,437.34,Cash,Retail,No,6,2
460,2023-07-30,1151,144,24,15,1,539.13,10,485.22,Cash,Retail,Yes,1,4
461,2024-05-26,1159,197,1,18,3,759.28,10,2050.06,UPI,Retail,No,5,5
462,2024-11-13,1346,38,45,4,10,588.26,15,5000.21,NetBanking,Online,Yes,9,1
463,2023-11-12,1456,7,23,3,7,501.67,5,3336.11,UPI,Online,Yes,10,5
464,2023-08-16,1551,197,29,3,5,172.66,0,863.3,NetBanking,Online,No,6,5
465,2024-09-11,1407,131,10,14,1,728.59,10,655.73,UPI,Retail,No,1,3
466,2023-12-20,1089,90,14,15,5,782.47,20,3129.88,NetBanking,Retail,No,3,4
467,2025-01-16,1088,107,10,7,3,671.7,20,1612.08,UPI,Retail,No,2,5
468,2025-02-13,1424,97,12,18,2,25.16,10,45.29,NetBanking,Online,Yes,3,4
469,2023-10-24,1599,142,20,16,8,52.94,10,381.17,NetBanking,Online,Yes,1,2
470,2023-09-26,1427,77,12,16,8,116.86,10,841.39,Cash,Online,Yes,5,4
471,2023-03-10,1446,154,17,16,6,473.23,20,2271.5,Card,Retail,Yes,5,2
472,2024-08-18,1365,15,11,2,3,269.35,5,767.65,UPI,Retail,No,6,1
473,2023-10-24,1526,75,13,6,9,518.38,0,4665.42,Card,Online,No,6,3
474,2023-10-05,1360,176,10,1,6,94.75,20,454.8,Cash,Retail,No,8,4
475,2023-12-15,1226,42,13,18,2,189.94,20,303.9,Card,Retail,No,2,1
476,2025-04-18,1707,34,24,5,1,394.02,10,354.62,NetBanking,Retail,Yes,5,1
477,2025-02-01,1704,31,15,10,4,120.4,5,457.52,Cash,Online,Yes,2,4
478,2024-12-08,1775,196,28,2,2,80.63,15,137.07,Cash,Online,Yes,9,5
479,2023-03-02,1067,121,20,1,2,728.65,0,1457.3,Card,Online,Yes,10,2
480,2023-07-09,1764,172,18,19,6,42.82,5,244.07,UPI,Retail,Yes,9,5
481,2023-09-05,1781,130,1,17,10,73.3,20,586.4,Cash,Online,No,3,5
482,2023-01-05,1724,186,31,12,2,740.9,20,1185.44,Cash,Retail,Yes,3,3
483,2024-01-24,1115,109,49,11,4,421.12,15,1431.81,Card,Retail,Yes,9,2
484,2024-05-22,1739,196,3,3,6,569.69,20,2734.51,UPI,Retail,Yes,7,3
485,2024-04-12,1231,154,36,14,5,555.9,15,2362.57,UPI,Retail,Yes,2,4
486,2024-11-26,1688,95,7,13,3,29.97,15,76.42,NetBanking,Online,Yes,3,4
487,2024-02-15,1066,178,24,7,10,782.51,5,7433.85,UPI,Online,No,2,2
488,2025-05-08,1607,109,18,13,8,237.24,20,1518.34,UPI,Retail,No,8,5
489,2023-10-13,1501,38,32,8,8,104.27,10,750.74,Cash,Online,Yes,1,1
490,2024-05-25,1619,174,44,11,1,778.22,15,661.49,Cash,Retail,Yes,2,5
491,2025-02-24,1502,127,33,9,8,177.51,15,1207.07,UPI,Online,Yes,7,1
492,2024-01-28,1470,116,3,2,6,685.24,15,3494.72,Cash,Retail,Yes,8,4
493,2023-05-18,1582,80,44,16,7,400.21,0,2801.47,NetBanking,Retail,Yes,9,1
494,2024-02-05,1631,68,44,12,8,481.02,15,3270.94,UPI,Retail,Yes,1,5
495,2023-02-16,1027,33,49,11,6,292.12,20,1402.18,NetBanking,Online,No,6,3
496,2024-02-26,1240,90,42,10,1,535.77,5,508.98,Card,Online,No,2,3
497,2023-06-23,1673,6,28,19,9,274.37,15,2098.93,NetBanking,Retail,Yes,8,5
498,2023-01-23,1586,82,7,16,7,464.88,10,2928.74,Card,Online,No,8,5
499,2025-04-10,1372,196,28,7,6,149.97,10,809.84,NetBanking,Online,Yes,5,3
500,2023-02-18,1639,77,48,3,10,333.58,5,3169.01,Card,Retail,No,2,5
501,2025-03-31,1078,136,42,10,8,353.14,10,2542.61,UPI,Retail,No,4,4
502,2024-02-16,1184,65,2,17,10,421.99,20,3375.92,Cash,Retail,Yes,8,3
503,2024-10-15,1579,137,47,2,10,685.16,15,5823.86,Cash,Retail,No,3,2
504,2023-06-04,1326,192,5,7,5,678.42,15,2883.28,NetBanking,Retail,No,3,3
505,2024-12-04,1153,154,13,1,4,336.58,0,1346.32,Cash,Retail,No,8,5
506,2024-03-22,1139,109,2,9,1,177.55,10,159.8,UPI,Online,Yes,8,1
507,2023-02-26,1416,22,24,3,6,489.25,0,2935.5,NetBanking,Online,Yes,2,5
508,2025-01-22,1793,129,34,9,2,427.13,20,683.41,NetBanking,Online,Yes,10,1
509,2025-03-02,1766,81,48,8,6,669.22,15,3413.02,NetBanking,Online,Yes,2,2
510,2023-08-08,1057,71,32,18,8,338.53,20,2166.59,UPI,Online,No,9,4
511,2024-05-01,1371,175,31,12,4,771.39,5,2931.28,UPI,Online,Yes,1,2
512,2023-09-17,1701,142,8,18,7,261.23,10,1645.75,Cash,Retail,No,1,4
513,2023-09-19,1304,78,14,6,2,750.33,5,1425.63,NetBanking,Retail,No,1,3
514,2025-06-06,1340,21,46,14,8,387.45,15,2634.66,Card,Online,No,9,1
515,2023-12-27,1755,108,21,15,10,588.8,20,4710.4,Card,Online,Yes,8,2
516,2023-01-04,1589,103,6,4,4,510.07,10,1836.25,Cash,Online,Yes,10,4
517,2025-03-22,1266,82,12,19,8,393.13,5,2987.79,UPI,Retail,Yes,2,4
518,2024-01-12,1229,47,2,1,7,703.58,20,3940.05,Cash,Online,No,4,3
519,2024-12-19,1614,44,17,5,1,332.81,15,282.89,Card,Retail,Yes,10,1
520,2023-01-15,1689,184,32,4,9,359.42,15,2749.56,Cash,Online,Yes,5,3
521,2025-02-03,1614,127,14,10,7,121.56,5,808.37,Cash,Retail,Yes,7,2
522,2023-01-30,1254,75,24,19,5,203.68,15,865.64,NetBanking,Online,Yes,8,2
523,2025-06-11,1725,83,28,20,7,555.74,15,3306.65,UPI,Online,Yes,9,1
524,2023-02-23,1620,86,43,20,4,387.33,10,1394.39,Card,Online,No,9,5
525,2024-01-26,1572,78,3,19,7,543.58,5,3614.81,Cash,Retail,Yes,9,4
526,2023-12-14,1443,120,10,9,3,89.93,20,215.83,Card,Retail,Yes,3,4
527,2025-06-11,1269,72,40,9,6,742.46,10,4009.28,UPI,Retail,Yes,6,4
528,2025-02-21,1054,39,13,5,9,685.37,15,5243.08,Card,Online,Yes,1,4
529,2023-09-24,1041,42,29,12,8,360.42,15,2450.86,NetBanking,Retail,No,2,2
530,2023-05-07,1184,90,11,17,2,178.91,10,322.04,UPI,Online,Yes,9,5
531,2023-07-04,1693,107,7,11,2,212.0,15,360.4,Card,Retail,Yes,7,3
532,2024-08-27,1471,28,46,16,6,139.94,0,839.64,NetBanking,Retail,Yes,6,1
533,2024-11-02,1132,160,14,2,8,273.43,20,1749.95,UPI,Retail,Yes,2,5
534,2024-09-08,1245,98,50,13,2,331.11,5,629.11,Card,Online,Yes,3,4
535,2025-03-09,1123,104,20,16,5,524.79,5,2492.75,NetBanking,Retail,Yes,6,1
536,2025-05-02,1397,95,31,9,9,175.9,15,1345.63,NetBanking,Online,No,6,5
537,2023-07-10,1349,112,30,8,7,92.5,20,518.0,Cash,Retail,Yes,5,4
538,2024-03-23,1700,21,20,8,8,254.31,5,1932.76,NetBanking,Retail,Yes,9,1
539,2023-02-16,1096,132,30,19,2,418.31,15,711.13,UPI,Retail,No,10,1
540,2025-02-26,1183,129,12,13,1,108.87,15,92.54,Card,Online,No,5,3
541,2024-08-24,1638,186,17,11,8,610.74,15,4153.03,Cash,Online,Yes,2,5
542,2023-09-23,1005,173,26,4,2,358.36,0,716.72,Card,Online,No,8,4
543,2025-06-08,1633,169,40,12,10,586.21,10,5275.89,NetBanking,Retail,Yes,3,2
544,2023-01-15,1027,49,14,16,2,656.46,5,1247.27,Cash,Online,No,9,2
545,2023-03-30,1022,78,8,6,8,135.57,15,921.88,Cash,Retail,No,8,1
546,2025-05-30,1583,116,26,2,10,209.25,10,1883.25,UPI,Online,Yes,7,4
547,2025-05-18,1297,127,3,16,10,484.75,20,3878.0,NetBanking,Retail,No,4,1
548,2024-06-24,1065,5,18,14,7,469.59,20,2629.7,NetBanking,Online,No,10,3
549,2024-04-04,1743,179,13,16,7,36.23,10,228.25,UPI,Retail,Yes,9,2
550,2024-08-24,1134,176,19,13,6,738.95,15,3768.65,NetBanking,Retail,No,3,5
551,2023-08-01,1177,73,13,6,2,540.3,5,1026.57,NetBanking,Online,No,8,3
552,2023-08-29,1367,54,17,12,9,56.7,0,510.3,Cash,Online,Yes,2,3
553,2024-03-16,1229,30,32,9,10,196.82,20,1574.56,UPI,Retail,Yes,9,3
554,2023-06-04,1723,177,4,15,9,491.35,0,4422.15,NetBanking,Online,Yes,10,5
555,2025-03-11,1171,27,41,4,9,52.74,0,474.66,Cash,Retail,Yes,5,4
556,2025-02-19,1157,130,42,12,8,591.39,0,4731.12,UPI,Online,Yes,4,4
557,2024-03-01,1349,197,19,17,1,211.35,15,179.65,Cash,Online,No,6,4
558,2024-01-05,1431,162,15,5,4,138.26,20,442.43,NetBanking,Retail,No,8,5
559,2025-03-24,1149,175,50,1,6,756.12,15,3856.21,Card,Online,No,6,4
560,2025-03-01,1676,43,42,5,7,67.95,0,475.65,Card,Retail,No,7,5
561,2025-06-13,1286,78,34,20,6,729.2,0,4375.2,Cash,Retail,No,4,5
562,2024-10-01,1794,159,13,10,8,564.03,15,3835.4,Card,Online,No,7,2
563,2024-06-16,1565,139,20,17,5,186.71,20,746.84,UPI,Online,Yes,1,5
564,2024-08-29,1743,67,28,17,4,669.14,10,2408.9,Card,Online,No,5,5
565,2023-12-29,1459,32,20,19,1,610.12,0,610.12,Card,Retail,No,4,5
566,2024-08-02,1358,183,20,10,9,678.71,5,5802.97,Cash,Retail,Yes,2,3
567,2024-06-12,1465,150,7,5,4,661.82,10,2382.55,NetBanking,Retail,Yes,2,1
568,2024-03-11,1378,34,44,17,8,187.53,0,1500.24,NetBanking,Retail,No,10,4
569,2024-10-13,1749,109,27,6,8,557.43,15,3790.52,Cash,Online,No,8,2
570,2024-12-22,1466,132,31,2,9,112.09,5,958.37,Cash,Retail,Yes,10,4
571,2023-04-23,1535,31,10,4,6,465.98,0,2795.88,UPI,Retail,No,5,3
572,2024-05-12,1431,8,4,10,3,130.87,20,314.09,UPI,Online,Yes,8,1
573,2023-05-06,1427,141,31,19,6,72.7,0,436.2,UPI,Retail,No,7,4
574,2025-05-04,1516,185,41,15,10,123.59,5,1174.11,NetBanking,Retail,Yes,6,1
575,2025-03-30,1404,160,22,18,10,339.51,5,3225.34,Card,Retail,No,2,2
576,2024-12-25,1574,7,42,4,10,511.49,10,4603.41,Card,Online,Yes,10,5
577,2023-07-13,1123,193,43,18,8,412.06,0,3296.48,Cash,Online,No,4,2
578,2025-04-29,1621,181,21,13,10,366.5,20,2932.0,Card,Retail,Yes,6,4
579,2023-07-04,1391,107,17,3,1,690.53,10,621.48,Card,Online,Yes,5,2
580,2023-07-07,1694,66,11,2,2,140.3,15,238.51,UPI,Online,Yes,1,3
581,2024-02-04,1264,26,25,4,6,131.12,10,708.05,Card,Online,Yes,10,5
582,2023-08-31,1117,127,18,2,9,606.86,15,4642.48,UPI,Retail,No,2,4
583,2023-01-30,1275,105,36,19,4,732.71,0,2930.84,Card,Online,Yes,5,5
584,2024-02-21,1208,115,10,12,2,680.1,20,1088.16,Cash,Online,No,9,4
585,2023-02-12,1296,1,42,6,8,769.67,20,4925.89,Card,Online,No,5,5
586,2023-09-14,1599,175,33,10,7,799.41,5,5316.08,Card,Online,Yes,5,1
587,2024-02-09,1286,179,28,7,2,667.79,20,1068.46,UPI,Retail,No,8,3
588,2023-09-09,1613,170,22,1,6,286.47,15,1461.0,Cash,Online,No,1,1
589,2024-11-19,1780,45,26,18,7,453.52,15,2698.44,Card,Online,Yes,8,1
590,2023-12-28,1786,97,45,1,10,299.21,5,2842.49,Card,Retail,No,4,4
591,2023-01-10,1196,57,6,20,1,611.57,10,550.41,UPI,Online,Yes,8,3
592,2023-02-07,1214,72,1,7,8,725.52,20,4643.33,NetBanking,Online,No,10,5
593,2024-05-20,1688,44,44,20,9,171.14,20,1232.21,Cash,Online,Yes,2,2
594,2023-09-23,1196,146,44,1,4,707.18,10,2545.85,UPI,Retail,Yes,7,1
595,2025-05-24,1280,83,8,17,7,678.59,15,4037.61,NetBanking,Retail,No,9,1
596,2025-01-08,1545,58,29,11,1,236.79,15,201.27,Card,Retail,Yes,6,1
597,2024-08-08,1076,7,16,7,4,782.91,15,2661.89,Cash,Retail,No,2,1
598,2023-01-29,1641,123,22,9,7,650.29,20,3641.62,Cash,Online,No,4,3
599,2025-05-02,1074,14,50,20,6,425.35,5,2424.5,NetBanking,Online,No,10,1
600,2023-03-29,1130,16,4,15,1,314.37,0,314.37,Card,Retail,No,2,1
601,2024-11-24,1411,15,7,20,9,60.72,15,464.51,NetBanking,Online,Yes,8,4
602,2024-04-20,1666,110,44,1,10,503.0,10,4527.0,NetBanking,Retail,Yes,2,1
603,2023-01-13,1586,153,9,17,2,482.45,5,916.65,UPI,Retail,No,8,5
604,2024-03-31,1061,48,9,10,4,127.38,0,509.52,NetBanking,Retail,No,10,5
605,2025-03-05,1351,38,19,12,3,386.23,20,926.95,Card,Online,Yes,4,5
606,2025-04-18,1205,144,41,7,1,349.21,5,331.75,Card,Retail,Yes,8,4
607,2024-09-06,1343,178,40,10,6,684.57,20,3285.94,NetBanking,Retail,Yes,2,4
608,2025-06-16,1654,11,15,8,8,191.14,0,1529.12,NetBanking,Online,Yes,8,3
609,2025-04-06,1006,190,24,1,7,180.15,5,1198.0,Card,Retail,Yes,9,1
